country,country_name,indicator,year,value,source_flag,source,unit
BE,Belgium,I_IUSNET,2014,52.43,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2015,66.72,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2016,69.31,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2017,72.02,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2018,72.6,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2019,75.53,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2020,78.9,u,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2021,62.78,b,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2022,67.84,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2023,68.48,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2024,72.26,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUSNET,2025,67.68,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2014,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2015,4.85,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2016,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2017,5.48,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2018,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2019,5.21,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2020,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2021,4.95,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2022,6.24,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2023,5.96,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2024,7.95,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOTE,2025,5.74,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2014,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2015,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2016,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2017,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2018,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2019,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2020,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2021,9.53,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2022,10.44,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2023,10.85,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2024,11.0,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUPOL2,2025,7.58,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2014,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2015,8.07,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2016,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2017,8.71,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2018,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2019,8.32,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2020,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2021,12.15,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2022,13.34,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2023,13.62,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2024,14.58,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUCPP,2025,10.78,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2014,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2015,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2016,10.66,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2017,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2018,21.01,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2019,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2020,34.57,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2021,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2022,43.4,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2023,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2024,46.74,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,I_IUVOD,2025,,,Eurostat: isoc_ci_ac_i,percent
BE,Belgium,deprivation,2015,7.2,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2016,8.4,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2017,7.2,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2018,6.5,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2019,6.2,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2020,6.7,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2021,6.2,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2022,5.7,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2023,6.1,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2024,6.2,,Eurostat: ilc_mdsd11,percent
BE,Belgium,deprivation,2025,4.9,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,I_IUSNET,2014,39.57,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2015,42.15,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2016,45.03,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2017,49.95,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2018,51.36,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2019,52.85,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2020,54.74,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2021,60.05,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2022,63.42,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2023,64.2,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2024,64.99,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUSNET,2025,71.06,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2014,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2015,2.98,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2016,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2017,2.6,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2018,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2019,3.54,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2020,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2021,4.01,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2022,7.58,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2023,6.84,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2024,8.73,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOTE,2025,6.59,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2014,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2015,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2016,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2017,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2018,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2019,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2020,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2021,15.12,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2022,16.82,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2023,17.2,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2024,19.77,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUPOL2,2025,18.08,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2014,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2015,9.01,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2016,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2017,8.1,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2018,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2019,10.4,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2020,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2021,16.0,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2022,17.86,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2023,18.73,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2024,21.07,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUCPP,2025,19.83,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2014,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2015,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2016,4.82,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2017,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2018,6.08,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2019,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2020,6.06,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2021,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2022,8.43,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2023,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2024,11.67,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,I_IUVOD,2025,,,Eurostat: isoc_ci_ac_i,percent
BG,Bulgaria,deprivation,2015,36.8,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2016,33.5,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2017,30.0,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2018,22.3,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2019,22.1,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2020,22.1,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2021,19.1,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2022,18.7,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2023,18.0,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2024,16.6,,Eurostat: ilc_mdsd11,percent
BG,Bulgaria,deprivation,2025,15.0,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,I_IUSNET,2014,39.98,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2015,40.64,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2016,45.05,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2017,48.35,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2018,55.57,b,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2019,58.95,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2020,58.97,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2021,61.5,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2022,64.13,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2023,68.13,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2024,70.24,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUSNET,2025,70.09,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2014,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2015,4.9,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2016,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2017,2.55,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2018,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2019,5.93,b,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2020,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2021,6.06,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2022,8.43,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2023,8.1,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2024,8.64,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOTE,2025,8.14,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2014,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2015,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2016,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2017,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2018,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2019,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2020,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2021,6.57,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2022,9.0,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2023,7.88,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2024,8.02,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUPOL2,2025,7.0,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2014,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2015,4.9,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2016,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2017,5.16,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2018,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2019,12.81,b,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2020,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2021,9.18,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2022,12.16,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2023,11.87,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2024,12.43,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUCPP,2025,11.77,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2014,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2015,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2016,3.18,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2017,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2018,4.38,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2019,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2020,11.57,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2021,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2022,24.27,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2023,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2024,46.69,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,I_IUVOD,2025,,,Eurostat: isoc_ci_ac_i,percent
CZ,Czechia,deprivation,2015,4.5,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2016,3.5,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2017,3.4,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2018,2.4,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2019,2.1,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2020,1.9,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2021,1.8,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2022,2.1,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2023,2.7,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2024,2.6,,Eurostat: ilc_mdsd11,percent
CZ,Czechia,deprivation,2025,2.6,,Eurostat: ilc_mdsd11,percent
DK,Denmark,I_IUSNET,2014,66.49,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2015,64.86,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2016,74.37,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2017,75.5,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2018,78.64,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2019,80.76,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2020,85.01,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2021,85.42,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2022,84.73,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2023,91.02,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2024,90.02,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUSNET,2025,89.66,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2014,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2015,13.22,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2016,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2017,13.52,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2018,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2019,15.0,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2020,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2021,12.35,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2022,12.87,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2023,12.02,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2024,12.96,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOTE,2025,12.07,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2014,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2015,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2016,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2017,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2018,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2019,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2020,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2021,20.63,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2022,18.84,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2023,18.23,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2024,22.96,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUPOL2,2025,20.54,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2014,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2015,26.72,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2016,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2017,28.56,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2018,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2019,26.99,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2020,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2021,26.75,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2022,25.79,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2023,25.06,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2024,28.31,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUCPP,2025,26.1,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2014,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2015,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2016,47.55,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2017,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2018,54.3,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2019,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2020,65.31,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2021,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2022,66.99,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2023,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2024,76.34,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,I_IUVOD,2025,,,Eurostat: isoc_ci_ac_i,percent
DK,Denmark,deprivation,2015,3.2,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2016,2.6,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2017,3.6,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2018,3.5,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2019,3.8,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2020,3.5,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2021,3.1,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2022,3.2,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2023,4.9,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2024,4.0,,Eurostat: ilc_mdsd11,percent
DK,Denmark,deprivation,2025,4.5,,Eurostat: ilc_mdsd11,percent
DE,Germany,I_IUSNET,2014,42.33,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2015,56.96,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2016,50.33,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2017,50.59,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2018,52.7,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2019,52.5,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2020,54.3,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2021,46.6,b,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2022,47.73,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2023,48.61,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2024,58.02,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUSNET,2025,59.24,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2014,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2015,13.07,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2016,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2017,12.13,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2018,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2019,16.82,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2020,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2021,6.01,b,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2022,4.37,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2023,6.33,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2024,10.88,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUVOTE,2025,13.38,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUPOL2,2014,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUPOL2,2015,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUPOL2,2016,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUPOL2,2017,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUPOL2,2018,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUPOL2,2019,,,Eurostat: isoc_ci_ac_i,percent
DE,Germany,I_IUPOL2,2020,,,Eurostat: isoc_ci_ac_i,percent
