country,country_name,indicator,year,value,source_flag,source,unit
SE,Sweden,I_IUSNET,2023,73.43,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUSNET,2024,73.13,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUSNET,2025,74.72,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2014,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2015,11.91,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2016,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2017,14.28,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2018,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2019,12.77,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2020,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2021,7.38,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2022,7.05,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2023,7.74,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2024,6.11,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOTE,2025,7.46,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2014,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2015,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2016,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2017,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2018,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2019,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2020,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2021,12.91,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2022,13.64,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2023,12.74,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2024,10.6,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUPOL2,2025,12.01,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2014,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2015,21.94,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2016,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2017,24.58,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2018,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2019,20.94,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2020,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2021,15.55,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2022,15.56,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2023,15.51,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2024,12.71,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUCPP,2025,14.31,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2014,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2015,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2016,45.41,b,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2017,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2018,55.85,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2019,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2020,69.91,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2021,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2022,70.75,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2023,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2024,72.35,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,I_IUVOD,2025,,,Eurostat: isoc_ci_ac_i,percent
SE,Sweden,deprivation,2015,1.1,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2016,0.7,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2017,1.0,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2018,1.4,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2019,1.5,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2020,2.0,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2021,1.4,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2022,2.3,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2023,2.5,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2024,3.0,,Eurostat: ilc_mdsd11,percent
SE,Sweden,deprivation,2025,3.9,,Eurostat: ilc_mdsd11,percent
WO,World,sptincj992:p90p100,1980,51.85,,WID.world,percent
WO,World,sptincj992:p90p100,1981,51.54,,WID.world,percent
WO,World,sptincj992:p90p100,1982,51.22,,WID.world,percent
WO,World,sptincj992:p90p100,1983,51.47,,WID.world,percent
WO,World,sptincj992:p90p100,1984,51.83,,WID.world,percent
WO,World,sptincj992:p90p100,1985,51.99,,WID.world,percent
WO,World,sptincj992:p90p100,1986,52.38,,WID.world,percent
WO,World,sptincj992:p90p100,1987,52.63,,WID.world,percent
WO,World,sptincj992:p90p100,1988,53.15,,WID.world,percent
WO,World,sptincj992:p90p100,1989,53.52,,WID.world,percent
WO,World,sptincj992:p90p100,1990,53.95,,WID.world,percent
WO,World,sptincj992:p90p100,1991,54.38,,WID.world,percent
WO,World,sptincj992:p90p100,1992,55.1,,WID.world,percent
WO,World,sptincj992:p90p100,1993,55.24,,WID.world,percent
WO,World,sptincj992:p90p100,1994,55.75,,WID.world,percent
WO,World,sptincj992:p90p100,1995,55.97,,WID.world,percent
WO,World,sptincj992:p90p100,1996,56.56,,WID.world,percent
WO,World,sptincj992:p90p100,1997,56.53,,WID.world,percent
WO,World,sptincj992:p90p100,1998,57.11,,WID.world,percent
WO,World,sptincj992:p90p100,1999,57.44,,WID.world,percent
WO,World,sptincj992:p90p100,2000,57.71,,WID.world,percent
WO,World,sptincj992:p90p100,2001,57.62,,WID.world,percent
WO,World,sptincj992:p90p100,2002,57.29,,WID.world,percent
WO,World,sptincj992:p90p100,2003,57.29,,WID.world,percent
WO,World,sptincj992:p90p100,2004,57.18,,WID.world,percent
WO,World,sptincj992:p90p100,2005,57.17,,WID.world,percent
WO,World,sptincj992:p90p100,2006,56.96,,WID.world,percent
WO,World,sptincj992:p90p100,2007,56.68,,WID.world,percent
WO,World,sptincj992:p90p100,2008,56.22,,WID.world,percent
WO,World,sptincj992:p90p100,2009,55.33,,WID.world,percent
WO,World,sptincj992:p90p100,2010,54.96,,WID.world,percent
WO,World,sptincj992:p90p100,2011,54.98,,WID.world,percent
WO,World,sptincj992:p90p100,2012,54.47,,WID.world,percent
WO,World,sptincj992:p90p100,2013,54.21,,WID.world,percent
WO,World,sptincj992:p90p100,2014,53.77,,WID.world,percent
WO,World,sptincj992:p90p100,2015,53.69,,WID.world,percent
WO,World,sptincj992:p90p100,2016,53.58,,WID.world,percent
WO,World,sptincj992:p90p100,2017,53.49,,WID.world,percent
WO,World,sptincj992:p90p100,2018,53.37,,WID.world,percent
WO,World,sptincj992:p90p100,2019,52.96,,WID.world,percent
WO,World,sptincj992:p90p100,2020,53.24,,WID.world,percent
WO,World,sptincj992:p90p100,2021,53.35,,WID.world,percent
WO,World,sptincj992:p90p100,2022,53.34,,WID.world,percent
WO,World,sptincj992:p90p100,2023,53.11,,WID.world,percent
WO,World,sptincj992:p0p50,1980,6.32,,WID.world,percent
WO,World,sptincj992:p0p50,1981,6.54,,WID.world,percent
WO,World,sptincj992:p0p50,1982,6.77,,WID.world,percent
WO,World,sptincj992:p0p50,1983,6.71,,WID.world,percent
WO,World,sptincj992:p0p50,1984,6.82,,WID.world,percent
WO,World,sptincj992:p0p50,1985,6.86,,WID.world,percent
WO,World,sptincj992:p0p50,1986,6.79,,WID.world,percent
WO,World,sptincj992:p0p50,1987,6.84,,WID.world,percent
WO,World,sptincj992:p0p50,1988,6.78,,WID.world,percent
WO,World,sptincj992:p0p50,1989,6.72,,WID.world,percent
WO,World,sptincj992:p0p50,1990,6.64,,WID.world,percent
WO,World,sptincj992:p0p50,1991,6.68,,WID.world,percent
WO,World,sptincj992:p0p50,1992,6.67,,WID.world,percent
WO,World,sptincj992:p0p50,1993,6.77,,WID.world,percent
WO,World,sptincj992:p0p50,1994,6.77,,WID.world,percent
WO,World,sptincj992:p0p50,1995,6.88,,WID.world,percent
WO,World,sptincj992:p0p50,1996,6.91,,WID.world,percent
WO,World,sptincj992:p0p50,1997,7.05,,WID.world,percent
WO,World,sptincj992:p0p50,1998,7.04,,WID.world,percent
WO,World,sptincj992:p0p50,1999,7.05,,WID.world,percent
WO,World,sptincj992:p0p50,2000,6.92,,WID.world,percent
WO,World,sptincj992:p0p50,2001,6.93,,WID.world,percent
WO,World,sptincj992:p0p50,2002,6.94,,WID.world,percent
WO,World,sptincj992:p0p50,2003,7.0,,WID.world,percent
WO,World,sptincj992:p0p50,2004,7.11,,WID.world,percent
WO,World,sptincj992:p0p50,2005,7.1,,WID.world,percent
WO,World,sptincj992:p0p50,2006,7.26,,WID.world,percent
WO,World,sptincj992:p0p50,2007,7.37,,WID.world,percent
WO,World,sptincj992:p0p50,2008,7.49,,WID.world,percent
WO,World,sptincj992:p0p50,2009,7.79,,WID.world,percent
WO,World,sptincj992:p0p50,2010,7.88,,WID.world,percent
WO,World,sptincj992:p0p50,2011,7.89,,WID.world,percent
WO,World,sptincj992:p0p50,2012,8.05,,WID.world,percent
WO,World,sptincj992:p0p50,2013,8.12,,WID.world,percent
WO,World,sptincj992:p0p50,2014,8.27,,WID.world,percent
WO,World,sptincj992:p0p50,2015,8.35,,WID.world,percent
WO,World,sptincj992:p0p50,2016,8.33,,WID.world,percent
WO,World,sptincj992:p0p50,2017,8.3,,WID.world,percent
WO,World,sptincj992:p0p50,2018,8.37,,WID.world,percent
WO,World,sptincj992:p0p50,2019,8.45,,WID.world,percent
WO,World,sptincj992:p0p50,2020,8.41,,WID.world,percent
WO,World,sptincj992:p0p50,2021,8.33,,WID.world,percent
WO,World,sptincj992:p0p50,2022,8.35,,WID.world,percent
WO,World,sptincj992:p0p50,2023,8.41,,WID.world,percent
WO,World,sptincj992:p99p100,1980,16.89,,WID.world,percent
WO,World,sptincj992:p99p100,1981,16.53,,WID.world,percent
WO,World,sptincj992:p99p100,1982,16.13,,WID.world,percent
WO,World,sptincj992:p99p100,1983,16.13,,WID.world,percent
WO,World,sptincj992:p99p100,1984,16.38,,WID.world,percent
WO,World,sptincj992:p99p100,1985,16.4,,WID.world,percent
WO,World,sptincj992:p99p100,1986,16.64,,WID.world,percent
WO,World,sptincj992:p99p100,1987,17.05,,WID.world,percent
WO,World,sptincj992:p99p100,1988,17.7,,WID.world,percent
WO,World,sptincj992:p99p100,1989,17.74,,WID.world,percent
WO,World,sptincj992:p99p100,1990,17.97,,WID.world,percent
WO,World,sptincj992:p99p100,1991,17.98,,WID.world,percent
WO,World,sptincj992:p99p100,1992,18.02,,WID.world,percent
WO,World,sptincj992:p99p100,1993,18.16,,WID.world,percent
WO,World,sptincj992:p99p100,1994,18.3,,WID.world,percent
WO,World,sptincj992:p99p100,1995,18.64,,WID.world,percent
WO,World,sptincj992:p99p100,1996,19.26,,WID.world,percent
WO,World,sptincj992:p99p100,1997,19.4,,WID.world,percent
WO,World,sptincj992:p99p100,1998,19.72,,WID.world,percent
WO,World,sptincj992:p99p100,1999,19.89,,WID.world,percent
WO,World,sptincj992:p99p100,2000,20.27,,WID.world,percent
WO,World,sptincj992:p99p100,2001,20.37,,WID.world,percent
WO,World,sptincj992:p99p100,2002,20.0,,WID.world,percent
WO,World,sptincj992:p99p100,2003,20.25,,WID.world,percent
WO,World,sptincj992:p99p100,2004,20.64,,WID.world,percent
WO,World,sptincj992:p99p100,2005,20.99,,WID.world,percent
WO,World,sptincj992:p99p100,2006,21.15,,WID.world,percent
WO,World,sptincj992:p99p100,2007,21.41,,WID.world,percent
WO,World,sptincj992:p99p100,2008,20.89,,WID.world,percent
WO,World,sptincj992:p99p100,2009,19.94,,WID.world,percent
WO,World,sptincj992:p99p100,2010,20.26,,WID.world,percent
WO,World,sptincj992:p99p100,2011,20.43,,WID.world,percent
WO,World,sptincj992:p99p100,2012,20.47,,WID.world,percent
WO,World,sptincj992:p99p100,2013,20.17,,WID.world,percent
WO,World,sptincj992:p99p100,2014,20.15,,WID.world,percent
WO,World,sptincj992:p99p100,2015,20.05,,WID.world,percent
WO,World,sptincj992:p99p100,2016,19.79,,WID.world,percent
WO,World,sptincj992:p99p100,2017,20.02,,WID.world,percent
WO,World,sptincj992:p99p100,2018,20.04,,WID.world,percent
WO,World,sptincj992:p99p100,2019,19.76,,WID.world,percent
WO,World,sptincj992:p99p100,2020,19.84,,WID.world,percent
WO,World,sptincj992:p99p100,2021,20.17,,WID.world,percent
WO,World,sptincj992:p99p100,2022,20.39,,WID.world,percent
WO,World,sptincj992:p99p100,2023,20.29,,WID.world,percent
WLD,World,IT.NET.USER.ZS,2000,,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2001,,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2002,,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2003,,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2004,,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2005,15.6,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2006,17.2,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2007,20.2,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2008,22.8,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2009,25.3,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2010,28.4,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2011,30.9,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2012,33.3,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2013,35.3,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2014,37.4,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2015,39.9,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2016,43.6,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2017,46.3,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2018,49.4,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2019,53.9,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2020,60.1,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2021,63.8,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2022,67,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2023,69.2,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2024,71.2,,ITU via World Bank,percent
WLD,World,IT.NET.USER.ZS,2025,73.6,,ITU via World Bank,percent
WORLD,Worldwide operations,paid_streaming_memberships_year_end,2019,167.09,,Netflix 10-K,millions of paid memberships
WORLD,Worldwide operations,paid_streaming_memberships_year_end,2020,203.663,,Netflix 10-K,millions of paid memberships
WORLD,Worldwide operations,paid_streaming_memberships_year_end,2021,221.844,,Netflix 10-K,millions of paid memberships
WORLD,Worldwide operations,paid_streaming_memberships_year_end,2022,230.747,,Netflix 10-K,millions of paid memberships
WORLD,Worldwide operations,paid_streaming_memberships_year_end,2023,260.276,,Netflix 10-K,millions of paid memberships
WORLD,Worldwide operations,paid_streaming_memberships_year_end,2024,301.626,,Netflix 10-K,millions of paid memberships
